comment,rating,toxicity
"The color of the item was not what I ordered. Disappointed with the mistake.",7,1
"Shipping took longer than expected. Might look elsewhere next time.",8,1
"Customer service was unhelpful with my issue. Not likely to buy again.",9,1
"The product exceeded my expectations. Very satisfied with my purchase!",10,0
"Ordered a dog bed, got one for a fish tank instead. Seriously?",1,1
"The product was damaged and customer service was unresponsive. Will not be buying from here again.",2,1
"Received the wrong size product. Very disappointed with the error.",3,1
"The quality of the product was poor. Would not recommend this company.",4,1
"The item arrived late and was not what I expected. Very frustrating experience.",5,1
"Received the wrong color for my item. Disappointed with the mistake.",6,1
"The product was okay but shipping was slow. Might consider buying again in the future.",7,0
"Ordered a phone case but received the wrong size. Customer service was not helpful.",8,1
"Product was good and arrived quickly. Very happy with my purchase!",9,0
"The item was perfect. Will definitely buy from here again!",10,0
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Received the product today and I really like it. Will do business with you again if I have the cash.",8,0
"Just received my order and I'm very satisfied with the product quality. Will definitely recommend to friends.",9,0
"The product arrived earlier than expected and it's exactly what I wanted. Thank you!",10,0
"Product is as described. Fast shipping and good packaging. Very happy with my purchase.",7,0
"Ordered a few items and all arrived in good condition. Happy with the purchase overall.",6,0
"The product is good, but the delivery took longer than expected. Still, I'm satisfied with the purchase.",5,0
"Received the wrong size initially, but customer service was quick to resolve the issue. Happy with the outcome.",4,0
"Item arrived damaged, but the seller offered a refund or replacement without any hassle. Good customer service.",3,0
"Product quality is poor and not as described. Very disappointed with the purchase.",2,0
"Ordered an item, but it never arrived. Customer service was unresponsive. Terrible experience.",1,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Received the wrong brand, no way to exchange it.",2,1
"Ordered a special edition item, it arrived late and damaged.",2,1
"Package was mishandled during shipping, no way to get a refund.",2,1
"Item was lost in transit, no help from customer service.",2,1
"Received the wrong style, no way to exchange it.",2,1
"Ordered a collectible item, it arrived damaged and uncollectible.",2,1
"Package was delivered to the wrong person, no way to get a refund.",2,1
"Item was not functional, no way to return it.",2,1
"Received the wrong material, no way to exchange it.",2,1
"Ordered a rare collectible, it arrived damaged and unsellable.",2,1
"Package was stolen from my doorstep, no help from the company.",2,1
"Item was never delivered, no explanation or compensation.",2,1
"Received the wrong design, no way to exchange it.",2,1
"Ordered a personalized item, it arrived wrong and late.",2,1
"Package was damaged in transit, no way to get a refund.",2,1
"Item was missing essential parts, no help from customer service.",2,1
"Received the wrong size, no way to exchange it.",2,1
"Ordered a custom product, it arrived wrong and late.",2,1
"Package was delayed, no explanation or compensation.",2,1
"Item was not as described, no way to return it.",2,1
"Received a used item, no way to get a replacement.",2,1
"Ordered a limited edition item, it arrived damaged.",2,1
"Package was left in a unsafe location, no way to get a refund.",2,1
"Item was not what I expected, no way to return it.",2,1
"Unsatisfactory products, not what I expected at all.",2,1
"Bad quality items, very disappointed in the products.",2,1
"Slow delivery and limited variety, not worth the wait.",2,1
"Difficult site to navigate and unresponsive customer service.",2,1
"Not worth the price, there are better options out there.",2,1
"Would not recommend this site, very poor experience overall.",2,1
"The customer service was unhelpful and the products were subpar.",2,1
"Unsatisfied with my purchase, would not buy from here again.",2,1
"Disappointing experience, won't be shopping here in the future.",2,1
"Not impressed with the selection, very limited options available.",2,1
"Low quality products, not what I expected from this company.",2,1
"Very unhappy with my purchase, would not recommend this site.",2,1
"Poor customer service and slow shipping, would not shop here again.",2,1
"Unsatisfactory experience, would not recommend this site to others.",2,1
"Bad quality items and poor service, very disappointed overall.",2,1
"Would not recommend this site, the products were not as advertised.",2,1
"Terrible selection and slow delivery, would not shop here again.",2,1
"Not worth the price, very disappointed in the quality of the products.",2,1
"Would not recommend this site, the customer service was terrible.",2,1
"Poor selection and unhelpful customer service, very dissatisfied.",2,1
"Bad experience overall, would not shop here again in the future.",2,1
"Unsatisfied with my purchase, the products were not what I expected.",2,1
"Disappointing selection and poor customer service, won't be returning.",2,1
"The products were low quality and not worth the price.",2,1
"Slow shipping and unhelpful customer service, very dissatisfied.",2,1
"Not environmentally friendly, would not recommend this site.",1,1
"Poor selection and inconvenient shopping experience.",2,1
"Terrible service, the worst shopping experience I've ever had.",1,1
"Not happy with my purchase, won't be shopping here again.",2,1
"Unsatisfactory products, not what I expected at all.",2,1
"Bad quality items, very disappointed in the products.",2,1
"Slow delivery and limited variety, not worth the wait.",2,1
"Difficult site to navigate and unresponsive customer service.",2,1
"Not worth the price, there are better options out there.",2,1
"Would not recommend this site, very poor experience overall.",2,1
"The customer service was unhelpful and the products were subpar.",2,1
"Unsatisfied with my purchase, would not buy from here again.",2,1
"Disappointing experience, won't be shopping here in the future.",2,1
"Not impressed with the selection, very limited options available.",2,1
"Low quality products, not what I expected from this company.",2,1
"Very unhappy with my purchase, would not recommend this site.",2,1
"Poor customer service and slow shipping, would not shop here again.",2,1
"Unsatisfactory experience, would not recommend this site to others.",2,1
"Bad quality items and poor service, very disappointed overall.",2,1
"Would not recommend this site, the products were not as advertised.",2,1
"Terrible selection and slow delivery, would not shop here again.",2,1
"Not worth the price, very disappointed in the quality of the products.",2,1
"Would not recommend this site, the customer service was terrible.",2,1
"Poor selection and unhelpful customer service, very dissatisfied.",2,1
"Bad experience overall, would not shop here again in the future.",2,1
"Unsatisfied with my purchase, the products were not what I expected.",2,1
"The movie was boring and poorly made.",2,1
"The delivery was delayed and the product arrived damaged.",1,1
"The customer support team was incredibly helpful and responsive.",10,0
"The website is slow and frequently crashes.",2,1
"I'm very pleased with the quality of this item.",9,0
"The service at this restaurant was terrible, I won't be returning.",2,1
"The software is filled with bugs and glitches.",3,1
"I'm impressed by the professionalism of this company.",10,0
"The content on this website is engaging and informative.",9,0
"The food at this restaurant was overpriced and mediocre.",4,0
"I'm disgusted by the poor customer service I received.",2,1
"The user interface of this app is sleek and modern.",8,0
"The product arrived on time and in perfect condition.",9,0
"The customer support team was rude and unhelpful.",2,1
"The website navigation is confusing and difficult to use.",4,0
"The level of professionalism from this company is unparalleled.",10,0
"I encountered multiple bugs while using this software, very frustrating.",3,1
"The atmosphere at this restaurant is cozy and inviting.",8,0
"I'm disgusted by the poor quality of this item, it's not worth the price.",2,1
"I'm very impressed with the prompt response from customer support.",9,0
"This website is full of misinformation and fake news.",1,1
"The product is exactly as described, I'm very happy with my purchase.",9,0
"I'm extremely dissatisfied with the service I received from this company.",2,1
"I'm thrilled with the results I've seen from using this product.",10,0
"The shipping took forever and the product arrived damaged.",2,1
"The design of this website is modern and user-friendly.",8,0
"I regret purchasing this item, it's of poor quality.",2,1
"The customer service at this store was exceptional, they went above and beyond.",10,0
"I encountered a problem with my order and the company refused to help.",2,1
"The food at this restaurant was mediocre at best.",5,0
"This company is a scam, do not do business with them.",1,1
"I'm extremely satisfied with the performance of this product.",10,0
"The customer support team was rude and unhelpful.",2,1
"The user interface of this app is outdated and clunky.",4,0
"The product arrived on time and in perfect condition.",9,0
"I'm appalled by the lack of professionalism from this company.",2,1
"The content on this website is informative and well-researched.",9,0
"The service at this restaurant was slow and the food was cold.",3,1
"I received excellent customer service from this company.",10,0
"The software crashed multiple times while I was using it.",3,1
"The website layout is confusing and hard to navigate.",4,0
"I'm disappointed with the lack of updates for this product.",3,0
"The staff at this hotel were rude and unhelpful.",2,1
"The product arrived damaged and the company refused to issue a refund.",1,1
"The customer service at this store was excellent.",9,0
"The food at this restaurant was delicious and well-prepared.",8,0
"The user interface of this app is intuitive and easy to use.",9,0
"The movie was boring and poorly made.",2,1
"The delivery was delayed and the product arrived damaged.",1,1
"The customer support team was incredibly helpful and responsive.",10,0
"The website is slow and frequently crashes.",2,1
"I'm very pleased with the quality of this item.",9,0
"The service at this restaurant was terrible, I won't be returning.",2,1
"The software is filled with bugs and glitches.",3,1
"I'm impressed by the professionalism of this company.",10,0
"The content on this website is engaging and informative.",9,0
"The food at this restaurant was overpriced and mediocre.",4,0
"I'm disgusted by the poor customer service I received.",2,1
"The user interface of this app is sleek and modern.",8,0
"The product arrived on time and in perfect condition.",9,0
"The customer support team was rude and unhelpful.",2,1
"The website navigation is confusing and difficult to use.",4,0
"The level of professionalism from this company is unparalleled.",10,0
"I encountered multiple bugs while using this software, very frustrating.",3,1
"The atmosphere at this restaurant is cozy and inviting.",8,0
"I'm disgusted by the poor quality of this item, it's not worth the price.",2,1
"I'm very impressed with the prompt response from customer support.",9,0
"This website is full of misinformation and fake news.",1,1
"The product is exactly as described, I'm very happy with my purchase.",9,0
"I'm extremely dissatisfied with the service I received from this company.",2,1
"I'm thrilled with the results I've seen from using this product.",10,0
"The shipping took forever and the product arrived damaged.",2,1
"The design of this website is modern and user-friendly.",8,0
"I regret purchasing this item, it's of poor quality.",2,1
"The customer service at this store was exceptional, they went above and beyond.",10,0
"I encountered a problem with my order and the company refused to help.",2,1
